dataset_id;Federated dataset;Title;Description;Themes;Keywords;License;Language;Timezone;Modified;Data processed;Metadata processed;Publisher;Reference;Attributions;Created;Issued;Creator;Contributor;Contact name;Contact email;Accrual periodicity;Spatial;Temporal;Granularity;Data quality;Publisher type;Cycle de publication;Périodicité de mise à jour;Number of records;Published;Statut de publication
trajectoire-des-revenus-du-groupe-sncf;False;Sources du chiffre d'affaires SNCF depuis 1955;Trajectoire des revenus SNCF avec plusieurs étapes (1955, 1994, 1999,2004, 2009 et 2014) depuis 1955 en milliards d'euros actualisés à 2014 (euros constants).   NB : les normes comptables appliquées ici sont les normes françaises avant 2007 et IFRS ensuite;Informations institutionnelles et financières;Revenus,Chiffre d'affaire,Groupe SNCF,Direction Stratégie Finances;Open Database License (ODbL);fr;;2017-04-01;2017-04-01;2021-03-31;SNCF;;;;;;;;;Annuelle;;;Depuis 1955;;;;;6;True;
statistiques-dutilisation-datasncfcom;False;Statistiques d'utilisation data.sncf.com;"Ce jeu de données présente les indicateurs de fréquentation du
site data.sncf.com, et d'utilisation des jeux de données. Ces données proviennent du Back office d'OpenDataSoft, de Google
Analytics pour la période allant de février 2020 à mars 2021 et de PIWIK
Analytics depuis juillet 2021.
Mise à jour mensuelle.";Marque et communication externe;Statistiques,Indicateurs Open Data;Open Database License (ODbL);fr;;2024-02-02;2024-02-02;2024-02-02;SNCF;;;2020-03-02;2020-03-02;SNCF - Pôle transparence et Open Data;;;;Mensuelle;;;;;;;Mensuelle;50;True;En retard
stocks-2017-cco;True;Stocks CCO du groupe SNCF Réseau depuis 2015;Stocks depuis 2015 issus du Rapport Financier du groupe SNCF Réseau publié au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales);Réseau;SNCF RESEAU,Comptes Consolidés,Stocks;Open Database License (ODbL);fr;;2022-03-24;2021-06-29;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;24;True;En retard
stocks-2017-cso;True;Stocks CSO de SNCF Réseau depuis 2015;Stocks depuis 2015 issus du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU);Réseau;SNCF RESEAU,Comptes Sociaux,Stocks;Open Database License (ODbL);fr;;2022-03-24;2021-07-01;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;24;True;En retard
subventions-a-recevoir-2017-cco;True;Subventions à recevoir CCO du groupe SNCF Réseau depuis 2015;Subventions à recevoir depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales);Réseau;SNCF RESEAU,Comptes Consolidés,Subventions,Subventions à recevoir;Open Database License (ODbL);fr;;2022-03-23;2021-06-29;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;4;True;En retard
subventions-investissements-2017-cco;True;Subventions investissements CCO du groupe SNCF Réseau depuis 2015;Subventions investissements depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales);Réseau;SNCF RESEAU,Comptes Consolidés,Subventions,Investissements;Open Database License (ODbL);fr;;2022-03-24;2021-06-29;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;5;True;En retard
subventions-investissements-2017-cso;True;Subventions investissements CSO de SNCF Réseau depuis 2015;Subventions investissements depuis 2015 issus du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU);Réseau;SNCF RESEAU,Comptes Sociaux,Subventions,Investissements;Open Database License (ODbL);fr;;2022-03-24;2021-07-01;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;30;True;En retard
tableau-flux-de-tresorerie-2017-cco;True;Tableau flux de trésorerie CCO du groupe SNCF Réseau depuis 2015;Tableau flux de trésorerie depuis 2015 issu des Rapports Financiers du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales);Réseau;SNCF RESEAU,Comptes Consolidés,Flux de trésorerie,TFT;Open Database License (ODbL);fr;;2022-03-24;2021-06-29;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;41;True;En retard
tarifs-intercites;True;Tarifs Intercités;"Prix plein tarif des trains Intercités de jour et de nuit en vigueur au 10/01/2024.  

 Une fourchette de prix (prix minimum, prix maximum) est affichée pour chaque origine-destination et classe tarifaire. 

 Les CGV de l'ensemble des tarifs sont accessibles à cette page.";Tarifs voyageurs;tarif,Intercités;Open Database License (ODbL);;;2024-05-31;2024-05-31;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Annuelle;1730;True;
tarifs-ter-par-od;True;Tarifs TER;"Tarification des trains TER en vigueur au 01/03/2024. 

 Le prix du billet est indiqué pour chaque trajet (origine-destination) et pour chaque tarif régional en 2ndeclasse.

  Les tarifs régionaux sont regroupés en trois catégories : Tarif normalAbonnement jeune Abonnement tout public 

 Le détail de la tarification TER est consultable dans les fichiers PDF en pièce jointe (mis à jour au 01/03/2024). 

 Pour plus d'informations, rendez-vous sur les sites TER de chaque région : 
https://www.ter.sncf.com/auvergne-rhone-alpes https://www.ter.sncf.com/bourgogne-franche-comte https://www.ter.sncf.com/bretagne https://www.ter.sncf.com/centre-val-de-loire https://www.ter.sncf.com/grand-est https://www.ter.sncf.com/hauts-de-france https://www.ter.sncf.com/normandie https://www.ter.sncf.com/nouvelle-aquitaine https://www.ter.sncf.com/occitanie https://www.ter.sncf.com/pays-de-la-loire https://www.ter.sncf.com/paca";Tarifs voyageurs;TER,tarif,tarif TER,abonnement,abonnement TER;Open Database License (ODbL);fr;;2024-05-30;2024-05-30;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Annuelle;32087;True;
tarifs-tgv-inoui-ouigo;True;Tarifs TGV INOUI et OUIGO;"Prix plein tarif des trains TGV INOUI et OUIGO en vigueur au 15/05/2024. 

 Une fourchette de prix (prix minimum, prix maximum) est affichée pour chaque origine-destination et classe tarifaire. 

  Les CGV de l'ensemble des tarifs sont accessibles à cette page.";Tarifs voyageurs;tarif,TGV;Open Database License (ODbL);;;2024-05-30;2024-05-30;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Annuelle;15570;True;
at-taux;False;Taux d'accidents du Travail (AT taux);Taux de fréquence et taux de gravité des accidents de travail du Groupe SNCF.  Ce jeu de données est actualisé tous les mois.;Risques professionnels;accident du travail,risque professionnel,AT,Ressources Humaines Ferroviaire,Qualité sociale;Open Database License (ODbL);fr;;2024-06-24;2024-06-24;2024-06-24;SNCF;;;;;;;;;;;;;;;;Mensuelle;76;True;En retard
temps-correspondance-minimaux;True;Temps de correspondance minimaux entre opérateurs SNCF Voyageurs;"Suite à l’application du règlement sur les « Droits et Obligations des Voyageurs ferroviaires (DOV) » ou « Passenger Rights Regulation (PRR) »  par SNCF Voyageurs, ce jeu de données permet de reconstituer les temps de correspondance minimaux fixés par SNCF Voyageurs pour répondre à
l’un des critères d’éligibilité au billet direct.
 
Les temps de correspondances minimaux à
appliquer sont accessibles via ce lien de
téléchargement.
Vous trouverez dans ce jeu de données un zip
quotidien contenant plusieurs fichiers CSV. 

Le
     fichier ""Export_CONNECTION_TIMES"" fournit le temps de
     correspondance minimum à appliquer pour certaines gares et avec des
     conditions entre compagnies ferroviaires, quel que soit le trajet. Ces
     temps remplacent le temps minimal par défaut de 5 minutes.Le fichier ""Export_TRAIN_CONNECTION_TIMES""
     fournit les numéros de train pour lesquels un temps de correspondance
     spécifique doit être pris en compte.  Les
     fichiers  ""Export_STATIONS"" constituent le référentiel
     associé aux gares. 
Pour tous ces fichiers, la valeur
""-1"" indique que la correspondance n'est pas autorisée, et la valeur
""ALL"" s’applique à l'ensemble des compagnies.   

NB : A noter que depuis le 27 juin 2024, les codes compagnies (SN, DB, ES …) ne
sont plus utilisés. A la place sont utilisés les codes RICS qui sont un
standard européen.";Horaires et itinéraires;correspondance,billet direct,PRR;Open Database License (ODbL);fr;;2023-06-13;2023-06-13;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Quotidienne;1;True;En retard
temps-de-travail-annuel-depuis-1851;True;Temps de travail annuel depuis 1851;Ce jeu de données présente la durée réglementaire de travail à la SNCF pour des postes à temps plein. Elle est diminuée des jours fériés et des jours de repos. Cette série est rapprochée, pour information, de la chronologie du temps de travail établie par l'INSEE pour la période 1950-2018 (comptes nationaux, base 2014).;Informations institutionnelles et financières;temps de travail,régime de travail;Open Database License (ODbL);fr;;2020-08-26;2021-07-16;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Annuelle;168;True;En retard
trafic-de-voyageurs-et-marchandises-depuis-1841;True;Trafic de voyageurs et marchandises depuis 1841;Évolution des trafics de voyageurs et marchandises depuis 1841, pour le transport ferroviaire en France (comprenant EPIC SNCF-iDTGV, Eurostar, Thalys sur la période récente).  Attention, la Direction Fret a changé ses méthodes de calcul concernant les données de trafic marchandises : à partir de 2008, le périmètre inclut les filiales.;Informations institutionnelles et financières;trafic,trafic voyageurs,trafic marchandises,voyageurs;Open Database License (ODbL);fr;;2019-03-29;2021-07-15;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Annuelle;179;True;En retard
travaux-dans-les-grandes-gares;False;Travaux dans les grandes gares;Description des travaux réalisés dans plusieurs grandes gares.  Il est également indiqué le montant de l’investissement, la date de mise en service, le montage projet et les partenaires financiers.;Informations institutionnelles et financières,Gares;Gare de voyageurs,Gares de voyageurs,Travaux;Open Database License (ODbL);fr;;2017-07-04;2017-07-04;2020-05-26;Gares & Connexions;;;;;;;;;;;;;;;;Irrégulière;13;True;
tresorerie-equivalents-tresorerie-2017-cco;True;Trésorerie équivalents trésorerie CCO du groupe SNCF Réseau depuis 2015;Trésorerie équivalents trésorerie depuis 2015 issue du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales);Réseau;SNCF RESEAU,Comptes Consolidés,Trésorerie,Disponibilités;Open Database License (ODbL);fr;;2022-03-24;2021-06-29;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;5;True;En retard
eur-lex-vrn-2013;False;Valeurs nationales de référence de risque ferroviaire établies par la Commission européenne;"Valeurs nationales de référence de risque ferroviaire établies par la Commission européenne en fonction des performances de chaque État membre dans le secteur ferroviaire.  Il existe six catégories de valeurs nationales de référence (VNR) des risques : VNR 1 : pour  les passagersVNR 2 : pour le personnelVNR 3 : pour les utilisateurs des passages à niveauVNR 4 : pour les personnes définies comme ""autres""VNR 5 : pour les personnes non autoriséesVNR 6 : pour l'ensemble de la société Les données proposées en téléchargement exposent la VNR des risques pour l'ensemble de la société (VNR 6). Plus une valeur est faible, plus le risque ferroviaire est faible lui aussi.  La VNR 6  est exprimée par le rapport suivant : nombre total de MBGP (blessés graves et tués par an en raison d’accidents graves) sur le nombre de train-km par an. L'indicateur est donc relatif à la consistance de chaque réseau ferroviaire. Le nombre total de MBGP est entendu comme la somme de toutes les MBGP prises en compte dans le calcul des autres VNR.  L'ensemble des indicateurs VNR est accessible dans la pièce jointe.";Informations institutionnelles;Sécurité,Accidents,Union européenne;Open Database License (ODbL);fr;;2017-05-17;2017-05-17;2023-07-04;SNCF;;;;2014-07-08;Union européenne;;;;;;2004 à 2009;Etats membre de l'Union européenne;;;;Irrégulière;26;True;
variation-de-capitaux-propres-2017-cco;True;Variation de capitaux propres CCO du groupe SNCF Réseau depuis 2015;Variation de capitaux propres depuis 2015 issue des Rapports Financiers du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales);Réseau;SNCF RESEAU,Comptes Consolidés,Capitaux propres;Open Database License (ODbL);fr;;2022-03-24;2021-06-29;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;318;True;En retard
